age,marital,housing,contact,month,duration,pdays,previous,poutcome,y
39,2,1,3,9,202,-1,0,4,0
28,2,1,3,7,318,-1,0,4,0
31,3,0,1,2,275,-1,0,4,0
31,2,1,3,9,59,-1,0,4,0
38,2,0,1,2,70,-1,0,4,0
31,3,1,1,1,1126,335,1,1,0
74,1,0,1,11,343,-1,0,4,1
40,3,1,1,4,228,182,6,1,1
43,2,1,1,2,209,-1,0,4,0
34,3,1,1,1,709,-1,0,4,1
54,1,0,1,8,275,-1,0,4,0
51,2,1,1,9,51,342,3,1,0
33,2,0,3,6,267,-1,0,4,0
41,2,0,3,7,95,-1,0,4,0
33,3,0,1,11,246,-1,0,4,0
48,2,0,1,6,46,-1,0,4,0
42,1,1,1,9,144,-1,0,4,0
35,3,0,1,2,249,-1,0,4,0
25,2,1,3,9,328,-1,0,4,0
38,3,1,3,2,17,-1,0,4,0
45,2,1,3,9,126,-1,0,4,0
59,1,1,1,6,52,-1,0,4,0
47,2,0,3,7,52,-1,0,4,0
33,2,1,1,6,285,-1,0,4,0
59,2,0,2,9,500,358,2,1,1
41,1,0,1,6,955,-1,0,4,1
42,2,1,1,6,216,-1,0,4,0
51,1,0,1,2,84,-1,0,4,0
45,2,1,1,9,138,-1,0,4,0
30,2,1,1,10,436,178,3,2,1
33,3,1,1,9,123,-1,0,4,0
43,2,0,1,2,36,-1,0,4,0
37,2,0,3,7,405,-1,0,4,0
73,2,0,1,11,103,-1,0,4,0
43,2,1,3,12,175,-1,0,4,0
52,2,0,1,6,374,-1,0,4,0
44,2,1,3,7,129,-1,0,4,0
56,2,0,2,6,246,-1,0,4,0
21,3,1,3,9,107,-1,0,4,0
43,2,0,3,7,385,-1,0,4,0
54,2,0,1,10,104,-1,0,4,0
59,2,0,1,5,309,91,10,3,1
52,2,1,1,9,198,170,2,1,0
31,3,1,3,9,543,-1,0,4,1
53,2,0,1,6,143,-1,0,4,0
24,3,1,3,9,23,-1,0,4,0
57,2,0,3,7,104,-1,0,4,0
48,2,1,1,12,378,386,1,3,1
57,2,1,1,10,364,-1,0,4,0
51,2,0,1,6,363,-1,0,4,0
50,1,1,1,6,248,-1,0,4,0
34,2,1,3,9,157,-1,0,4,0
43,2,1,3,9,402,-1,0,4,0
31,2,1,3,9,203,-1,0,4,0
29,2,1,1,9,422,363,1,1,0
39,2,1,1,10,44,-1,0,4,0
36,3,1,3,9,358,-1,0,4,0
38,3,0,1,4,39,-1,0,4,0
56,1,1,2,9,325,-1,0,4,0
41,1,1,1,10,238,126,4,2,0
47,2,1,1,1,968,87,5,1,1
38,3,1,1,1,156,273,3,1,0
80,2,0,2,1,681,118,11,3,0
37,2,1,1,10,187,-1,0,4,0
44,3,1,1,9,104,-1,0,4,0
33,3,0,1,4,860,-1,0,4,1
53,2,0,1,2,112,-1,0,4,0
69,2,0,1,6,112,78,1,1,0
46,2,1,3,9,32,-1,0,4,0
30,3,1,1,8,325,-1,0,4,1
31,3,0,1,10,410,-1,0,4,0
38,1,1,1,10,640,-1,0,4,0
34,1,0,3,7,118,-1,0,4,0
48,2,0,1,6,166,-1,0,4,0
46,1,0,1,4,173,-1,0,4,0
42,2,1,3,9,21,-1,0,4,0
41,2,1,3,9,89,-1,0,4,0
33,2,1,1,6,151,-1,0,4,0
39,2,0,3,7,112,-1,0,4,0
27,3,0,1,5,164,-1,0,4,0
26,3,0,2,5,145,164,1,2,0
38,3,1,1,9,606,-1,0,4,1
48,2,1,3,9,105,-1,0,4,0
54,2,0,1,6,85,-1,0,4,0
51,2,0,1,6,439,-1,0,4,0
47,2,0,3,9,278,-1,0,4,0
53,2,0,1,2,205,-1,0,4,0
35,2,1,1,6,221,-1,0,4,0
58,2,1,2,10,52,172,3,2,0
52,1,1,3,7,84,-1,0,4,0
57,2,1,1,9,476,-1,0,4,0
52,2,0,1,10,371,-1,0,4,0
35,3,1,1,1,128,-1,0,4,0
48,2,1,3,9,220,-1,0,4,0
46,2,0,2,6,44,-1,0,4,0
39,2,1,3,7,30,404,2,3,0
38,1,0,1,9,330,342,1,1,0
34,2,1,3,2,28,-1,0,4,0
47,2,0,1,9,908,-1,0,4,0
35,1,0,1,1,177,-1,0,4,0
46,1,1,3,9,113,-1,0,4,0
27,3,1,2,9,289,-1,0,4,0
31,2,1,1,6,357,-1,0,4,0
31,3,0,1,2,38,-1,0,4,0
46,2,1,1,2,414,-1,0,4,0
31,2,1,1,10,257,-1,0,4,0
33,2,1,3,2,480,-1,0,4,1
42,2,0,1,2,252,-1,0,4,0
33,3,1,3,9,151,-1,0,4,0
40,2,0,1,4,213,-1,0,4,0
51,2,0,1,2,119,-1,0,4,0
31,2,0,1,10,161,-1,0,4,0
62,1,0,1,10,227,-1,0,4,1
24,3,1,2,9,12,374,1,2,0
48,2,0,1,5,517,282,4,3,1
41,1,1,1,9,225,275,2,1,0
43,2,1,3,9,150,-1,0,4,0
52,2,0,1,6,89,-1,0,4,0
54,2,1,3,9,103,-1,0,4,0
32,1,0,1,9,128,-1,0,4,0
38,2,1,1,10,277,-1,0,4,0
41,2,1,3,9,500,-1,0,4,1
31,3,1,2,9,113,-1,0,4,0
35,2,1,1,9,326,179,4,1,1
26,2,0,3,9,755,-1,0,4,0
52,2,0,1,2,161,-1,0,4,0
58,2,1,1,10,100,-1,0,4,0
57,2,0,1,2,142,-1,0,4,0
34,2,1,3,9,214,-1,0,4,0
59,2,0,1,10,167,-1,0,4,0
27,3,0,1,6,676,-1,0,4,0
42,2,0,1,6,236,-1,0,4,0
47,3,0,3,7,993,-1,0,4,1
33,2,1,1,6,83,-1,0,4,0
31,3,1,1,9,100,-1,0,4,0
37,2,1,1,4,289,174,4,2,1
29,2,0,1,6,528,-1,0,4,0
38,2,0,3,7,340,-1,0,4,0
35,2,0,1,10,33,-1,0,4,0
31,3,0,2,1,284,-1,0,4,0
62,2,0,2,2,245,-1,0,4,1
32,3,1,1,1,115,-1,0,4,0
31,2,1,3,9,730,-1,0,4,0
51,1,1,1,9,347,284,2,1,0
29,3,0,1,6,58,-1,0,4,0
43,2,1,1,6,180,-1,0,4,0
36,2,1,3,7,56,-1,0,4,0
34,2,1,3,7,326,-1,0,4,0
29,2,1,2,6,342,-1,0,4,0
57,2,0,1,4,49,-1,0,4,0
43,2,0,1,2,110,-1,0,4,0
33,2,0,1,10,253,92,4,1,1
60,2,0,1,2,636,-1,0,4,0
51,2,0,1,2,137,-1,0,4,0
40,3,0,1,6,173,-1,0,4,0
51,2,1,1,6,227,-1,0,4,0
38,2,1,3,9,88,-1,0,4,0
35,2,1,3,7,426,-1,0,4,0
47,2,1,2,10,195,112,8,2,0
45,2,0,1,2,230,-1,0,4,0
40,2,1,1,9,750,-1,0,4,1
29,3,0,1,5,413,-1,0,4,0
52,1,1,3,7,104,-1,0,4,0
26,2,1,1,9,138,-1,0,4,0
31,3,1,3,9,334,-1,0,4,0
55,2,1,3,9,868,-1,0,4,0
35,2,1,2,6,102,-1,0,4,0
56,1,0,3,9,77,-1,0,4,0
28,3,1,1,12,199,92,14,3,1
27,3,1,3,9,332,-1,0,4,0
30,2,0,1,2,124,-1,0,4,0
51,2,0,1,2,91,-1,0,4,0
33,2,1,1,9,104,-1,0,4,0
32,3,1,1,9,125,368,4,1,0
43,2,1,1,6,635,-1,0,4,1
46,2,0,1,6,90,-1,0,4,0
32,2,1,1,6,310,-1,0,4,0
40,2,1,1,9,207,351,2,1,0
39,2,0,3,7,43,-1,0,4,0
51,2,0,2,6,126,-1,0,4,0
46,3,1,1,5,137,97,1,3,0
43,2,1,3,9,284,-1,0,4,0
36,2,0,1,2,68,-1,0,4,0
48,2,0,1,10,67,-1,0,4,0
26,3,1,1,9,8,-1,0,4,0
39,3,1,1,9,62,-1,0,4,0
47,2,0,1,6,175,-1,0,4,0
23,3,1,3,9,395,-1,0,4,1
54,1,1,1,4,27,84,3,1,0
38,2,1,3,9,195,-1,0,4,0
33,2,0,1,4,254,-1,0,4,0
35,1,0,1,6,199,-1,0,4,0
52,2,0,1,2,73,-1,0,4,0
25,3,1,3,9,351,-1,0,4,0
29,2,1,3,9,1689,-1,0,4,1
35,3,0,1,10,267,-1,0,4,0
49,2,0,3,9,234,-1,0,4,0
41,1,0,1,1,234,-1,0,4,0
32,2,0,1,2,94,-1,0,4,0
29,3,1,3,9,77,-1,0,4,0
28,2,1,1,9,242,-1,0,4,0
59,2,0,1,6,247,-1,0,4,0
34,2,0,3,7,85,-1,0,4,0
55,1,0,1,2,607,-1,0,4,0
34,2,1,1,7,485,227,4,1,1
24,3,0,1,11,184,91,2,1,1
42,1,1,3,9,258,-1,0,4,0
34,3,1,1,1,156,147,7,2,0
34,2,0,3,9,160,-1,0,4,0
51,2,0,3,7,1021,-1,0,4,0
58,2,1,1,6,5,-1,0,4,0
44,2,1,1,5,701,-1,0,4,1
33,2,1,1,9,732,291,5,1,1
34,2,0,1,2,122,-1,0,4,0
34,2,1,3,9,559,-1,0,4,0
42,1,1,3,9,141,-1,0,4,0
46,3,1,1,6,87,-1,0,4,0
31,3,0,1,4,577,-1,0,4,0
39,2,1,1,6,193,-1,0,4,0
34,3,0,1,2,210,-1,0,4,0
47,2,0,1,2,732,-1,0,4,0
42,1,1,3,9,121,-1,0,4,0
48,3,0,1,10,150,-1,0,4,0
30,3,0,1,10,140,-1,0,4,0
38,2,1,1,10,386,-1,0,4,0
24,2,1,1,9,733,-1,0,4,1
34,2,1,1,10,108,-1,0,4,0
46,3,0,1,10,80,152,1,1,0
32,1,1,3,9,155,-1,0,4,0
46,2,1,1,9,389,-1,0,4,0
26,2,1,1,4,133,-1,0,4,0
42,2,1,1,10,328,-1,0,4,0
50,2,1,1,6,119,-1,0,4,0
41,2,1,3,7,87,-1,0,4,0
34,3,0,1,10,162,173,3,1,0
32,2,1,3,9,294,-1,0,4,0
58,3,1,1,6,128,-1,0,4,0
45,2,1,1,9,108,-1,0,4,0
28,3,1,1,4,172,-1,0,4,0
35,2,1,3,9,208,-1,0,4,0
39,2,1,3,9,212,-1,0,4,0
49,1,0,1,10,148,871,2,1,0
50,2,1,1,4,99,-1,0,4,0
37,2,0,1,4,185,92,1,3,1
45,2,0,1,2,133,-1,0,4,0
30,3,0,1,4,170,-1,0,4,0
48,2,1,3,9,668,-1,0,4,0
36,3,1,1,9,81,170,1,1,0
41,3,0,1,7,230,-1,0,4,0
55,2,0,3,9,287,-1,0,4,0
70,2,0,1,8,618,-1,0,4,0
41,2,1,1,9,788,-1,0,4,1
47,1,0,1,4,285,-1,0,4,0
34,3,0,1,2,163,-1,0,4,0
33,3,0,1,6,159,-1,0,4,0
58,2,1,1,9,197,370,3,1,0
51,2,0,1,6,212,-1,0,4,0
45,2,1,3,9,44,-1,0,4,0
55,2,0,1,12,180,238,3,3,0
30,3,0,3,7,11,-1,0,4,0
33,3,1,3,9,863,-1,0,4,0
27,3,1,3,9,388,-1,0,4,0
59,2,1,3,9,143,-1,0,4,0
34,3,1,1,9,191,294,1,1,0
47,1,1,3,9,62,-1,0,4,0
44,2,1,3,9,13,-1,0,4,0
35,3,1,1,9,1073,-1,0,4,1
45,2,1,1,9,337,-1,0,4,0
42,2,1,2,6,88,-1,0,4,0
38,2,0,1,7,167,298,10,2,0
34,3,0,1,2,96,-1,0,4,0
35,2,1,1,1,537,-1,0,4,0
29,3,1,3,9,5,-1,0,4,0
58,2,0,1,2,139,-1,0,4,0
44,3,1,3,9,570,-1,0,4,0
45,2,1,1,6,100,-1,0,4,0
43,2,1,3,9,253,-1,0,4,0
44,2,1,1,1,525,-1,0,4,0
30,3,0,1,2,696,-1,0,4,0
38,2,0,3,9,535,-1,0,4,0
50,2,0,1,2,131,-1,0,4,0
21,3,0,3,2,6,-1,0,4,0
38,2,1,1,4,105,-1,0,4,0
42,2,0,3,7,370,-1,0,4,0
45,3,0,1,2,29,-1,0,4,0
34,2,1,1,9,184,167,6,1,0
48,2,0,1,4,47,222,3,2,0
34,2,0,3,6,193,-1,0,4,0
32,2,1,1,6,709,-1,0,4,1
35,2,0,1,2,358,-1,0,4,0
39,2,1,3,9,253,-1,0,4,0
36,2,1,3,7,197,-1,0,4,0
35,2,0,1,2,94,-1,0,4,0
57,1,0,1,6,445,-1,0,4,0
28,3,1,1,9,153,371,2,1,0
43,2,0,3,7,113,-1,0,4,0
57,2,0,1,2,80,-1,0,4,0
34,1,1,3,9,318,-1,0,4,0
36,2,1,1,5,100,435,1,1,0
47,1,0,3,7,40,-1,0,4,0
36,1,1,3,7,55,-1,0,4,0
33,2,0,1,10,67,-1,0,4,0
57,2,0,1,2,76,-1,0,4,0
57,2,1,3,9,73,-1,0,4,0
34,2,1,3,9,89,-1,0,4,0
51,1,1,1,2,109,-1,0,4,0
54,1,0,1,6,98,-1,0,4,0
52,3,1,3,7,21,-1,0,4,0
43,2,1,1,10,465,-1,0,4,0
58,3,0,1,6,106,-1,0,4,0
53,2,1,1,1,304,340,1,1,0
44,2,0,1,6,342,-1,0,4,0
29,3,0,3,9,16,-1,0,4,0
27,3,1,3,9,543,-1,0,4,1
35,2,0,1,6,338,-1,0,4,0
40,2,0,1,2,197,-1,0,4,0
34,2,1,3,9,956,-1,0,4,0
38,3,1,1,9,95,327,9,2,0
32,2,1,3,9,546,-1,0,4,0
41,2,1,3,9,124,-1,0,4,0
25,3,1,1,6,113,-1,0,4,0
38,1,1,1,9,245,-1,0,4,0
26,3,1,1,6,188,-1,0,4,0
37,3,0,1,2,199,-1,0,4,0
30,2,1,1,1,470,426,3,2,1
36,2,0,3,9,90,-1,0,4,0
33,2,1,3,9,350,-1,0,4,0
33,3,1,1,9,31,363,2,1,0
35,2,1,1,6,156,-1,0,4,0
24,2,1,3,9,299,-1,0,4,0
29,2,0,1,5,510,-1,0,4,0
54,2,1,1,2,177,-1,0,4,0
27,2,0,1,11,123,-1,0,4,0
34,2,0,1,4,270,-1,0,4,0
39,2,1,3,9,225,-1,0,4,0
38,2,0,1,5,63,-1,0,4,0
37,2,1,3,7,247,-1,0,4,0
26,3,1,1,5,206,239,3,1,0
36,2,1,3,9,168,-1,0,4,0
35,3,1,3,9,836,-1,0,4,0
30,3,0,1,2,131,-1,0,4,0
25,3,1,3,7,89,-1,0,4,0
34,2,1,1,2,116,-1,0,4,0
52,2,0,3,7,58,-1,0,4,0
39,2,0,3,12,36,-1,0,4,0
34,2,1,1,6,240,-1,0,4,0
34,3,0,1,2,132,-1,0,4,0
30,2,1,1,6,544,-1,0,4,0
33,2,1,3,9,266,-1,0,4,0
30,3,0,1,4,443,-1,0,4,0
51,2,1,1,6,324,-1,0,4,0
36,3,1,1,4,15,207,3,1,0
48,2,0,1,5,263,-1,0,4,0
37,1,1,3,7,199,-1,0,4,0
58,2,1,1,6,145,-1,0,4,0
56,1,0,1,7,56,-1,0,4,0
34,2,1,1,9,11,-1,0,4,0
33,1,1,1,10,411,173,2,2,0
26,3,0,1,6,165,-1,0,4,0
40,3,1,3,9,619,-1,0,4,0
35,2,1,1,1,203,-1,0,4,0
45,2,1,3,9,254,-1,0,4,0
37,3,1,1,2,1149,-1,0,4,1
35,1,1,3,9,189,-1,0,4,0
43,3,1,1,10,707,97,2,3,1
28,2,1,1,9,196,-1,0,4,0
32,1,1,3,9,171,-1,0,4,0
26,3,0,1,5,1451,-1,0,4,1
35,2,1,3,7,563,-1,0,4,1
35,3,0,1,2,239,-1,0,4,0
39,2,1,2,6,73,-1,0,4,0
42,1,1,1,9,203,334,2,1,0
32,3,1,1,9,158,167,1,3,0
30,2,0,1,6,100,-1,0,4,0
26,3,0,1,6,160,-1,0,4,0
30,3,1,1,10,661,-1,0,4,0
32,2,1,1,9,166,-1,0,4,0
47,2,1,1,6,114,-1,0,4,0
33,2,1,3,9,58,-1,0,4,0
57,2,1,2,6,25,-1,0,4,0
35,2,1,1,9,121,-1,0,4,0
53,2,0,3,7,226,-1,0,4,0
24,3,0,3,9,234,-1,0,4,0
54,1,0,1,6,88,-1,0,4,0
31,2,1,3,9,85,-1,0,4,0
41,2,1,1,10,134,-1,0,4,0
44,2,0,1,2,251,-1,0,4,0
35,3,1,1,9,152,-1,0,4,0
30,2,0,1,2,202,83,5,1,0
43,3,1,3,9,379,-1,0,4,0
51,2,0,1,6,123,-1,0,4,0
60,2,0,1,1,156,-1,0,4,0
43,2,0,3,7,332,-1,0,4,0
31,2,1,2,9,90,-1,0,4,0
56,2,1,2,10,291,-1,0,4,0
42,2,1,2,4,23,-1,0,4,0
52,2,0,1,6,122,-1,0,4,0
40,2,1,1,6,105,172,1,1,0
36,2,1,2,9,1143,-1,0,4,0
40,2,0,3,9,70,-1,0,4,0
46,2,1,1,9,264,-1,0,4,0
32,3,0,1,9,204,-1,0,4,0
31,3,1,1,10,182,-1,0,4,0
41,1,1,1,10,386,-1,0,4,0
58,2,0,3,7,295,-1,0,4,0
36,2,1,1,9,86,-1,0,4,0
52,2,0,1,2,16,-1,0,4,0
42,2,0,1,2,413,-1,0,4,0
32,3,1,3,9,323,-1,0,4,0
62,2,0,1,11,78,-1,0,4,0
31,3,0,1,2,121,-1,0,4,0
41,3,0,1,10,477,-1,0,4,1
34,2,0,1,10,265,-1,0,4,0
44,3,0,1,11,418,-1,0,4,1
42,2,1,1,6,386,-1,0,4,0
37,3,0,3,9,594,-1,0,4,0
47,2,0,1,6,161,-1,0,4,0
32,2,1,1,4,450,-1,0,4,0
46,2,1,1,2,217,-1,0,4,0
39,3,0,1,2,136,-1,0,4,0
28,3,1,3,9,322,-1,0,4,0
26,3,0,1,10,104,196,1,1,0
52,2,0,1,10,189,111,4,1,0
42,2,0,1,6,250,415,2,1,1
33,1,0,1,2,123,-1,0,4,0
73,2,0,1,11,427,182,2,1,1
35,3,0,1,6,632,-1,0,4,0
40,2,1,1,1,101,-1,0,4,0
51,2,0,1,2,467,88,4,2,1
37,3,1,1,1,640,-1,0,4,0
39,2,1,1,1,517,255,1,1,0
28,2,1,3,9,160,-1,0,4,0
49,1,1,1,7,177,-1,0,4,0
36,2,1,3,9,206,-1,0,4,0
45,2,1,3,9,208,-1,0,4,0
29,3,1,1,1,169,-1,0,4,0
35,2,1,1,6,287,415,1,1,1
35,2,1,1,6,505,-1,0,4,0
30,2,1,1,9,284,371,1,1,0
46,2,0,1,5,89,235,2,1,0
25,3,0,1,12,138,-1,0,4,0
36,2,0,1,3,321,189,4,3,1
42,2,1,3,9,262,-1,0,4,0
57,2,0,1,11,61,-1,0,4,0
42,1,1,1,6,217,-1,0,4,0
29,2,1,1,6,192,-1,0,4,0
36,2,0,1,11,174,-1,0,4,0
31,2,0,3,7,292,-1,0,4,0
59,2,1,3,9,240,-1,0,4,0
50,1,0,1,2,282,-1,0,4,0
47,2,1,2,2,128,-1,0,4,0
46,2,0,2,4,161,-1,0,4,0
26,3,1,1,5,291,244,4,1,0
31,3,1,1,10,356,-1,0,4,0
30,2,1,3,9,294,-1,0,4,0
47,3,0,3,7,422,-1,0,4,0
23,3,1,3,9,806,-1,0,4,1
44,3,0,3,7,227,-1,0,4,0
42,2,0,1,10,560,-1,0,4,0
32,3,1,1,1,135,-1,0,4,0
28,3,1,3,7,361,-1,0,4,0
57,2,1,1,6,246,-1,0,4,0
38,2,1,1,4,419,-1,0,4,0
22,3,0,1,10,449,38,10,2,1
54,2,1,1,10,71,-1,0,4,0
32,2,1,1,6,357,-1,0,4,0
32,2,1,1,10,164,179,3,1,0
59,1,1,3,9,263,-1,0,4,0
45,2,0,3,7,146,-1,0,4,0
53,2,0,1,11,759,-1,0,4,1
50,1,0,1,6,72,363,4,1,0
34,2,1,1,2,131,-1,0,4,0
35,1,0,1,10,808,-1,0,4,1
30,2,0,1,6,1183,-1,0,4,0
62,2,0,1,12,123,-1,0,4,0
40,2,1,3,9,483,-1,0,4,0
26,3,0,1,9,238,-1,0,4,0
34,2,1,1,6,90,-1,0,4,0
50,2,0,1,6,464,683,6,1,1
31,1,0,1,2,385,-1,0,4,0
35,2,1,3,9,240,-1,0,4,0
55,2,0,1,9,104,-1,0,4,0
34,2,0,1,2,109,-1,0,4,0
58,2,0,1,10,598,-1,0,4,0
50,3,1,3,9,274,-1,0,4,0
31,3,0,1,2,123,-1,0,4,0
47,1,0,1,6,70,-1,0,4,0
38,3,1,3,9,260,-1,0,4,0
46,3,1,1,5,190,-1,0,4,0
42,2,1,3,9,521,-1,0,4,0
34,2,1,1,9,228,-1,0,4,0
37,2,0,2,4,466,-1,0,4,1
38,3,0,1,4,74,-1,0,4,0
59,2,1,3,9,57,-1,0,4,0
32,2,0,1,5,119,-1,0,4,0
55,2,0,1,10,124,-1,0,4,0
35,2,1,1,6,65,-1,0,4,0
56,1,0,1,6,127,-1,0,4,0
27,2,1,1,6,172,-1,0,4,0
42,3,1,1,6,174,-1,0,4,0
42,2,0,2,6,41,-1,0,4,0
41,2,1,3,9,232,-1,0,4,0
53,1,0,3,7,161,-1,0,4,0
67,2,0,1,1,124,-1,0,4,0
53,2,0,3,7,701,-1,0,4,1
33,2,1,3,9,162,-1,0,4,0
31,3,1,3,7,431,-1,0,4,0
31,2,1,1,6,191,-1,0,4,0
30,2,1,1,2,249,-1,0,4,0
48,2,1,3,9,189,-1,0,4,0
30,3,0,1,2,167,-1,0,4,0
43,3,0,1,2,73,-1,0,4,0
38,1,1,3,9,162,-1,0,4,0
46,2,1,1,2,235,-1,0,4,0
59,1,0,1,9,44,-1,0,4,0
44,1,1,3,9,127,-1,0,4,0
35,2,1,1,1,93,329,7,1,0
55,2,0,1,5,143,2,3,2,0
39,3,1,1,1,81,-1,0,4,0
36,3,1,3,7,77,-1,0,4,0
33,2,1,3,9,115,-1,0,4,0
48,3,0,3,10,125,111,3,1,0
33,3,0,1,2,53,-1,0,4,0
67,2,0,2,9,77,-1,0,4,0
48,1,1,2,4,45,-1,0,4,0
57,2,0,1,2,74,-1,0,4,0
31,2,0,1,2,169,-1,0,4,0
30,3,0,1,2,269,-1,0,4,0
56,1,0,1,5,52,227,1,1,0
26,2,1,1,6,246,-1,0,4,0
44,2,1,3,7,218,-1,0,4,0
44,1,0,1,10,167,92,1,3,1
31,2,1,1,10,316,99,9,2,1
47,2,1,1,9,142,-1,0,4,0
30,3,1,1,10,75,-1,0,4,0
37,2,0,1,4,204,-1,0,4,0
56,1,0,1,6,542,-1,0,4,0
43,3,1,3,9,122,-1,0,4,0
42,2,1,3,9,70,-1,0,4,0
60,2,1,1,6,266,-1,0,4,0
34,2,1,1,9,34,-1,0,4,0
34,3,0,1,6,203,-1,0,4,0
41,2,0,3,7,85,-1,0,4,0
38,1,0,1,10,11,-1,0,4,0
23,2,1,3,7,13,-1,0,4,0
33,2,1,1,9,562,-1,0,4,1
36,2,1,1,9,185,-1,0,4,0
49,2,0,1,9,158,59,2,1,0
34,1,1,1,9,515,350,5,1,1
40,1,1,1,9,60,-1,0,4,0
72,2,0,1,1,173,-1,0,4,0
43,2,1,3,9,353,-1,0,4,0
44,2,1,1,9,143,357,1,1,0
35,2,1,1,1,18,-1,0,4,0
46,1,0,1,10,466,-1,0,4,0
55,2,1,1,1,85,151,1,1,0
50,1,1,1,6,148,-1,0,4,0
23,3,1,1,9,123,-1,0,4,0
34,2,0,1,1,121,-1,0,4,0
40,2,1,3,9,245,-1,0,4,0
61,2,0,1,11,215,-1,0,4,1
53,2,1,3,9,190,-1,0,4,0
57,2,0,3,9,44,-1,0,4,0
28,2,0,1,1,171,-1,0,4,0
25,2,1,1,6,62,-1,0,4,0
38,2,1,3,9,172,-1,0,4,0
27,3,1,3,9,78,-1,0,4,0
45,2,1,3,9,319,-1,0,4,0
31,3,0,1,4,111,-1,0,4,0
39,2,1,3,9,158,-1,0,4,0
42,2,0,1,2,82,-1,0,4,0
46,2,1,3,9,128,-1,0,4,0
36,2,1,3,9,102,-1,0,4,0
30,3,1,3,7,124,-1,0,4,0
32,2,1,1,1,334,-1,0,4,0
52,2,0,1,5,134,204,2,3,1
31,2,0,1,1,218,-1,0,4,0
60,2,0,3,7,313,-1,0,4,0
35,3,1,3,9,207,-1,0,4,0
38,2,1,3,9,262,-1,0,4,0
46,1,0,1,2,134,-1,0,4,0
45,1,1,3,7,197,-1,0,4,0
59,2,1,1,9,214,-1,0,4,0
34,2,1,1,6,1165,-1,0,4,0
33,1,1,1,9,177,-1,0,4,0
46,3,1,3,9,141,-1,0,4,0
48,2,1,1,6,164,-1,0,4,0
31,3,0,1,6,151,-1,0,4,0
32,2,0,1,4,145,260,4,1,0
35,1,1,3,9,111,-1,0,4,0
36,3,0,1,4,217,221,1,1,0
52,2,1,1,9,253,-1,0,4,0
45,1,0,3,7,74,-1,0,4,0
34,2,0,1,2,263,-1,0,4,0
25,2,1,3,7,233,-1,0,4,0
26,3,0,1,2,402,-1,0,4,0
57,2,0,1,12,585,-1,0,4,0
48,2,1,3,9,145,-1,0,4,0
48,2,0,3,7,143,-1,0,4,0
32,2,0,1,6,524,-1,0,4,0
58,2,0,1,2,270,-1,0,4,0
57,2,1,3,7,272,-1,0,4,0
31,2,0,1,10,187,-1,0,4,0
33,3,0,1,9,268,-1,0,4,0
53,2,1,1,10,183,-1,0,4,0
36,2,1,1,4,123,99,8,1,0
32,3,1,1,1,20,-1,0,4,0
45,2,1,1,4,232,253,1,1,0
35,2,1,1,10,547,-1,0,4,0
41,2,0,1,6,71,-1,0,4,0
54,2,0,1,6,113,-1,0,4,0
49,2,0,1,2,780,-1,0,4,1
28,3,1,1,9,246,343,1,2,0
24,3,1,3,7,108,-1,0,4,0
30,3,1,1,5,253,-1,0,4,0
32,2,1,1,2,175,-1,0,4,0
53,2,1,3,9,106,-1,0,4,0
42,2,1,1,9,86,-1,0,4,0
48,2,1,3,9,248,-1,0,4,0
33,2,1,2,6,265,-1,0,4,0
31,1,1,3,9,182,-1,0,4,0
56,1,0,1,4,916,-1,0,4,0
58,2,0,1,2,506,-1,0,4,0
37,3,1,1,1,81,-1,0,4,0
59,2,1,1,1,30,-1,0,4,0
50,3,0,1,2,904,-1,0,4,1
39,3,1,3,9,699,-1,0,4,0
30,2,1,1,9,19,-1,0,4,0
47,1,1,3,9,389,-1,0,4,0
44,2,0,1,2,211,-1,0,4,0
38,2,1,1,1,283,-1,0,4,0
50,2,0,1,2,474,-1,0,4,0
27,3,1,1,9,157,351,5,1,0
73,2,0,1,10,509,-1,0,4,0
46,2,1,3,9,279,-1,0,4,0
56,1,0,2,6,27,-1,0,4,0
36,2,0,1,2,386,-1,0,4,1
33,2,0,1,10,679,-1,0,4,0
40,2,1,3,7,169,-1,0,4,0
52,2,0,3,7,315,-1,0,4,0
51,2,1,1,2,293,-1,0,4,0
33,2,1,1,4,439,-1,0,4,0
54,2,1,3,9,198,-1,0,4,0
44,2,1,3,9,770,-1,0,4,0
50,2,1,2,6,340,-1,0,4,0
45,3,1,1,1,1472,192,4,1,1
36,2,1,1,2,293,181,2,2,1
42,2,1,1,8,311,-1,0,4,1
37,2,1,1,10,291,-1,0,4,0
28,3,1,3,9,965,-1,0,4,0
56,2,0,3,7,594,-1,0,4,0
59,2,1,1,9,139,350,1,1,0
32,2,1,3,9,501,-1,0,4,0
57,2,1,1,6,274,-1,0,4,0
49,3,1,2,10,10,-1,0,4,0
56,2,0,3,7,18,-1,0,4,0
48,1,0,1,9,243,-1,0,4,0
27,3,1,1,9,198,98,6,3,1
31,3,1,1,6,410,-1,0,4,0
28,3,0,3,9,190,-1,0,4,0
36,2,0,3,9,121,-1,0,4,0
58,2,1,2,6,148,-1,0,4,0
46,2,1,1,1,239,259,2,1,0
32,3,1,1,2,90,-1,0,4,0
39,2,0,3,7,29,-1,0,4,0
35,2,1,1,1,58,136,1,1,0
31,2,1,1,6,1139,-1,0,4,1
29,3,0,1,2,504,92,1,3,1
48,2,0,1,2,348,-1,0,4,0
